2023-06-13 23:42:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 16276
2023-06-13 23:42:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-13 23:42:37 0 [Note] InnoDB: Uses event mutexes
2023-06-13 23:42:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-13 23:42:37 0 [Note] InnoDB: Number of pools: 1
2023-06-13 23:42:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 2598412 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 2598412 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 2602859 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 2602859 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 2604146 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 2604146 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 2605588 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 2605588 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 2606067 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 2606067 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 2606834 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 2606834 is in the future! Current system log sequence number 300306.
2023-06-13 23:42:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
